Bairro,Endereco,Preco,Bedroom2,Bathroom
Doncaster,394 Manningham Rd,1202000,3,2
Cheltenham,38 Fairview Av,1201000,3,2
Preston,192 Tyler St,1201000,3,2
Abbotsford,42 Henry St,1200000,3,2
Carnegie,52 Emily St,1200000,3,2
Caulfield South,393 North Rd,1200000,3,2
Mont Albert,26 Serpentine St,1200000,3,2
Strathmore,8 Woodland St,1200000,3,2
Thornbury,55 Comas Gr,1200000,3,2
Williamstown,110 Bayview St,1200000,3,2
Williamstown,20 Bates Dr,1200000,3,2
Ascot Vale,18A Middle St,1200000,3,2
Brunswick,57 Edward St,1200000,3,2
Glen Waverley,5A York St,1200000,3,2
Nunawading,5 MacEdon Ct,1200000,3,2
Frankston South,32 Fleetwood Cr,1200000,3,2
Pascoe Vale,21 Stennis St,1199000,3,2
Cheltenham,14 Tuck St,1199000,3,2
Bulleen,67 Rocklea Rd,1198000,3,2
Forest Hill,9 Jackson St,1197000,3,2
Aberfeldie,14 Knight St,1195000,3,2
Aberfeldie,1A Aberfeldie St,1195000,3,2
Eaglemont,2/84 The Righi,1190000,3,2
Preston,14 West St,1190000,3,2
Kensington,23 Wakefield St,1190000,3,2
Richmond,17/47 Mary St,1190000,3,2
Williamstown North,52a Florence St,1190000,3,2
Maribyrnong,1 Leopold St,1187000,3,2
Camberwell,2/13 Glyndon Rd,1185000,3,2
Malvern East,5 Anfield Ct,1185000,3,2
South Melbourne,10 Coote St,1185000,3,2
Surrey Hills,2A Edyvean St,1185000,3,2
Ascot Vale,29 Doncaster St,1185000,3,2
Viewbank,19 Sherlowe Cr,1185000,3,2
Bentleigh,12A Hutchinson St,1185000,3,2
Thornbury,83 Normanby Av,1185000,3,2
Bulleen,134 Manningham Rd,1182000,3,2
Coburg,29 Belgrave St,1180000,3,2
Ascot Vale,22 Burton Cr,1180000,3,2
Preston,28A Goldsmith Av,1180000,3,2
Hampton,66A David St,1180000,3,2
Pascoe Vale,368 Gaffney St,1180000,3,2
Richmond,14A Manton St,1180000,3,2
Forest Hill,47 Glebe St,1177000,3,2
Burwood East,28 Robert St,1177000,3,2
Bentleigh,2/22 Beths St,1175000,3,2
Croydon North,11A Janson Ct,1175000,3,2
Williamstown,22 Jobson St,1173000,3,2
Brighton,4/34 Elwood St,1171000,3,2
West Melbourne,7/234 Roden St,1171000,3,2
Camberwell,8/101 Wattle Valley Rd,1171000,3,2
Donvale,4/8 Old Warrandyte Rd,1171000,3,2
Brunswick East,202b Edward St,1170000,3,2
Essendon North,25 Prince St,1170000,3,2
Williamstown,83 Power St,1170000,3,2
Kingsville,93 Chirnside St,1170000,3,2
Kensington,9 Fisken Pl,1170000,3,2
Pascoe Vale,6 Zenith St,1170000,3,2
Vermont South,28 Hartland Rd,1170000,3,2
Hughesdale,3 Dalston Rd,1167500,3,2
Abbotsford,22 Lulie St,1165000,3,2
Eltham,24 Jayson Av,1165000,3,2
Bentleigh,23 Vale St,1165000,3,2
Croydon,5 Lindisfarne Av,1165000,3,2
Preston,21 Gillingham St,1162500,3,2
Bentleigh East,3 Jackson La,1162000,3,2
Bentleigh East,123 MacKie Rd,1161000,3,2
Caulfield South,303 Bambra Rd,1160500,3,2
Bentleigh East,59 Tambet St,1160000,3,2
Aberfeldie,3/64 Brunel St,1160000,3,2
Murrumbeena,3 Churchill Cl,1160000,3,2
Montmorency,19 Davey Rd,1160000,3,2
Murrumbeena,9b Stewart St,1160000,3,2
Blackburn North,12 Katrina St,1160000,3,2
Glen Iris,3/2 Victor Rd,1160000,3,2
Pascoe Vale,13 Yorkshire St,1160000,3,2
Cheltenham,72 Wilson St,1160000,3,2
Heathmont,9 Headline Ct,1160000,3,2
Edithvale,32A Berry Av,1157000,3,2
Cheltenham,106 Cavanagh St,1155500,3,2
Avondale Heights,2 Arbor Tce,1155000,3,2
Niddrie,29 Jackson St,1155000,3,2
Rosanna,48 Grove Rd,1155000,3,2
Frankston South,3 Diosma Ct,1155000,3,2
Frankston South,3 Diosma Ct,1155000,3,2
Templestowe Lower,65 Lowan Av,1155000,3,2
Doncaster,18 Roseland Gr,1152500,3,2
Richmond,21 Gardner St,1152500,3,2
Carnegie,1/80 Truganini Rd,1151000,3,2
Mitcham,6 Walter St,1151000,3,2
Balwyn North,15 Ellendale St,1150000,3,2
Hampton East,28 Roydon St,1150000,3,2
Port Melbourne,40 Nelson St,1150000,3,2
Surrey Hills,6 Alandale St,1150000,3,2
Burwood East,389 Blackburn Rd,1150000,3,2
Hawthorn,15/1 Muir St,1150000,3,2
Aberfeldie,1A Vida St,1150000,3,2
Richmond,9 Bosisto St,1150000,3,2
West Melbourne,122 Railway Pl,1150000,3,2
Burwood,1/24 Edwards St,1145000,3,2
Balwyn,9/5 Boston Rd,1140000,3,2
Hampton,3/22 Holyrood St,1140000,3,2
Aspendale,5/4 Groves St,1140000,3,2
Parkdale,7 Cedric St,1140000,3,2
Templestowe Lower,5 Sophora Ct,1138000,3,2
Balwyn North,2/22 Severn St,1137000,3,2
Glen Waverley,1/14 Utah Rd,1135000,3,2
Ascot Vale,21 Middle St,1130000,3,2
Moonee Ponds,1/263 Union Rd,1130000,3,2
Northcote,106 Christmas St,1130000,3,2
Montmorency,12 Aanensen Ct,1130000,3,2
Ascot Vale,13 Brisbane St,1130000,3,2
Dingley Village,17 Colin Ct,1130000,3,2
Preston,26 Paywit St,1127000,3,2
Bentleigh East,13 McGuinness Rd,1126500,3,2
Hampton,9A Thorburn St,1125000,3,2
Fitzroy North,34 Taplin St,1125000,3,2
Preston,7 Leicester St,1121000,3,2
Bundoora,4 Berringa Ct,1121000,3,2
Coburg,2 Walsh St,1120000,3,2
Yarraville,3/11 Fielding St,1120000,3,2
Richmond,51 Garfield St,1120000,3,2
Cheltenham,27 Edward St,1120000,3,2
Mentone,10 Birch St,1120000,3,2
Bentleigh East,14B Boronia St,1115000,3,2
Richmond,27 Glass St,1115000,3,2
Pascoe Vale,17 Valerie St,1114000,3,2
Bentleigh East,33 McGuinness Rd,1111000,3,2
Alphington,5/6 Yarralea St,1110000,3,2
Caulfield South,5 Field St,1110000,3,2
Carlton,2/105 Neill St,1110000,3,2
Essendon West,50 Ruby St,1110000,3,2
Hawthorn East,10/26 Redfern Rd,1110000,3,2
Ivanhoe,2/24 Abbotsford Gr,1110000,3,2
Pascoe Vale,18 Tangyes St,1110000,3,2
Malvern East,2083 Malvern Rd,1105000,3,2
Moorabbin,1/1 Perry St,1105000,3,2
Carnegie,1/80 Oakleigh Rd,1105000,3,2
Mulgrave,9 Caledonia Cr,1105000,3,2
Seaholme,9 Parkside Cr,1105000,3,2
Brunswick,14 Murdock St,1105000,3,2
Nunawading,242 Springvale Rd,1105000,3,2
Mitcham,15 Warnes Rd,1104000,3,2
Berwick,21 Scanlan St,1103000,3,2
Richmond,234 Coppin St,1102000,3,2
Nunawading,49 Worrell St,1102000,3,2
Templestowe Lower,65 Glenair St,1101000,3,2
Maribyrnong,35 Saltwater Cr,1101000,3,2
West Footscray,11 Church St,1100500,3,2
Balwyn,1/74 Balwyn Rd,1100000,3,2
Hampton,2/95 Thomas St,1100000,3,2
Bulleen,22 Russell St,1100000,3,2
Preston,39 Malpas St,1100000,3,2
West Footscray,22 Hope St,1100000,3,2
Hawthorn,24/1 Muir St,1100000,3,2
Murrumbeena,2/1248 Dandenong Rd,1100000,3,2
Forest Hill,14 Jolimont Rd,1100000,3,2
Berwick,2 Allan St,1100000,3,2
Forest Hill,8 Sapphire St,1100000,3,2
Highett,188 Wickham Rd,1100000,3,2
Wheelers Hill,11 Nelse Ct,1100000,3,2
Hampton,16A Barnett St,1100000,3,2
Coburg,17 Darlington Gr,1100000,3,2
Templestowe Lower,166 MacEdon Rd,1098000,3,2
Bentleigh,15a Dickens St,1096000,3,2
Bentleigh,64 Tucker Rd,1095000,3,2
Cheltenham,67 Oak Av,1095000,3,2
Aspendale,11B Foam St,1095000,3,2
Oak Park,30 Plumpton Av,1091000,3,2
Moorabbin,2 Matilda Rd,1090500,3,2
Abbotsford,138/56 Nicholson St,1090000,3,2
Murrumbeena,22 Victory St,1090000,3,2
Coburg,83 The Grove,1090000,3,2
Oakleigh South,20 Dowling Rd,1090000,3,2
Bentleigh East,14 Vasey St,1085000,3,2
Ringwood,132 Wonga Rd,1085000,3,2
Silvan,16 Eleanor Dr,1085000,3,2
Brunswick West,29 Wales St,1085000,3,2
Bentleigh East,102a MacKie Rd,1085000,3,2
Ascot Vale,91A Walter St,1082000,3,2
Brunswick,109 Stewart St,1080000,3,2
Fitzroy North,3 Curtain Pl,1080000,3,2
Oakleigh South,25 Luntar Rd,1080000,3,2
Strathmore,9 Marks St,1080000,3,2
Black Rock,1/43 Iona St,1080000,3,2
Kew,2/8 Pleasant Av,1080000,3,2
Ascot Vale,28 Gillespie Av,1080000,3,2
Wheelers Hill,6 Cootamundra Dr,1078500,3,2
Carnegie,2/43 Margaret St,1077000,3,2
Strathmore,16 Wendora St,1075000,3,2
West Footscray,8 View St,1074000,3,2
Maribyrnong,26 Mitchell St,1072000,3,2
Elsternwick,3/477 Kooyong Rd,1071000,3,2
Thornbury,56a Leinster Gr,1070000,3,2
Yarraville,1/6 Jepson St,1070000,3,2
Sunshine,81 Parsons St,1070000,3,2
Glen Waverley,1 Dorset St,1070000,3,2
Wantirna,78 Raheen Av,1070000,3,2
Aspendale,65 Albany Cr,1070000,3,2
Oakleigh South,22 Pitt St,1068000,3,2
Ringwood East,7 Miller Gr,1066000,3,2
North Melbourne,15 Mary St,1065000,3,2
Templestowe,7/416 Church Rd,1065000,3,2
Doncaster East,25 Dryden St,1065000,3,2
Lower Plenty,12 Byron Av,1062000,3,2
Wheelers Hill,41 MacKellar Av,1062000,3,2
Elsternwick,111 Nepean Hwy,1060000,3,2
Ashwood,47B Vannam Dr,1060000,3,2
South Yarra,2a Alexandra St,1056800,3,2
Moonee Ponds,21A Scotia St,1055000,3,2
Eltham,43 Bible St,1055000,3,2
Templestowe Lower,4 Finn Ct,1051000,3,2
Mentone,1/32 Albenca St,1051000,3,2
Parkdale,8 Hicks St,1051000,3,2
Brighton East,3/756 Hawthorn Rd,1051000,3,2
Glenroy,9 Hartington St,1051000,3,2
Ascot Vale,1/20 Newsom St,1050000,3,2
Balwyn North,2/34 Doncaster Rd,1050000,3,2
Bentleigh East,96 Brady Rd,1050000,3,2
Hampton,7 Austin Rd,1050000,3,2
Prahran,16A Perth St,1050000,3,2
Preston,29 Hope St,1050000,3,2
Surrey Hills,430 Whitehorse Rd,1050000,3,2
Doncaster East,2/7 Bullen St,1050000,3,2
Templestowe Lower,20 Olympus Dr,1050000,3,2
Wantirna South,6 Matilda Av,1050000,3,2
Williamstown,113 Melbourne Rd,1050000,3,2
Blackburn,13 Hamilton Av,1050000,3,2
Maidstone,11 Madden St,1048000,3,2
Ashwood,31a Douglas St,1045000,3,2
Footscray,45 Droop St,1045000,3,2
Williamstown North,4 Walter St,1045000,3,2
Mitcham,21B Vernal Av,1045000,3,2
Hampton East,14A Carrington St,1045000,3,2
Airport West,138 Victory Rd,1042000,3,2
Carnegie,3/51 Coorigil Rd,1042000,3,2
Bentleigh East,21B Thornton St,1042000,3,2
Ascot Vale,3 Dalgety Dr,1041000,3,2
Mitcham,11 Glen Rd,1041000,3,2
Newport,15 Jubilee St,1040000,3,2
Parkville,10/238 The Avenue,1040000,3,2
Richmond,503/6 Lord St,1040000,3,2
Reservoir,9 Frankston St,1040000,3,2
Clifton Hill,23D Grant St,1040000,3,2
Balwyn North,15 Ellendale St,1038000,3,2
Elwood,4/19 Ruskin St,1035000,3,2
Wheelers Hill,23 Highwood Dr,1035000,3,2
Watsonia,11 Rushworth St,1035000,3,2
Eaglemont,29A Cape St,1035000,3,2
Bonbeach,2 Royal Rd,1031000,3,2
Bentleigh East,2/11 Francesco St,1030000,3,2
Preston,252 Raglan St,1030000,3,2
Clifton Hill,5/94 Roseneath St,1030000,3,2
Blackburn North,7 Kent Cl,1030000,3,2
Mount Waverley,15 Anthony Dr,1028800,3,2
West Footscray,10 Rupert St,1028000,3,2
Glen Waverley,2/35 Kirstina Rd,1026000,3,2
Bentleigh East,1/41 Elizabeth St,1025000,3,2
Reservoir,19 Wilkinson St,1025000,3,2
Strathmore,56 Hillsyde Pde,1025000,3,2
Essendon,24 Butler St,1025000,3,2
Burwood,2/32 McIntyre St,1022500,3,2
Strathmore,8 Jones Ct,1021000,3,2
Bundoora,35 Bramble Cr,1020000,3,2
Templestowe Lower,3H Ashford St,1020000,3,2
Mulgrave,3 Sunrise Dr,1020000,3,2
Flemington,80 Dover St,1017500,3,2
Strathmore,47 York St,1016000,3,2
Fitzroy North,5/35 Jamieson St,1015000,3,2
Malvern East,10/1810 Malvern Rd,1015000,3,2
Strathmore,43 Woolart St,1015000,3,2
Preston,3 Evelyn St,1015000,3,2
Aspendale Gardens,4 June Pl,1015000,3,2
Bentleigh East,15 Rudyard St,1015000,3,2
Ringwood,3/3 Garden St,1013000,3,2
Richmond,23 Gardner St,1012000,3,2
Rosanna,51 Davies St,1012000,3,2
Maribyrnong,455 Gordon St,1011000,3,2
Mount Waverley,2/36 Swayfield Rd,1011000,3,2
Cheltenham,11b Jean St,1011000,3,2
Coburg,12 Hardwick St,1010000,3,2
Ivanhoe,1/37 Myrtle St,1010000,3,2
Templestowe Lower,13 Tasker St,1010000,3,2
Williamstown,20 Proctor St,1010000,3,2
Brunswick East,1/10 Linden St,1010000,3,2
Ascot Vale,75B Bloomfield Rd,1010000,3,2
Greensborough,18 Warruga Pl,1010000,3,2
Frankston,7 Orrong Av,1010000,3,2
Mitcham,37 Purches St,1010000,3,2
Ringwood,3 Muir Ct,1010000,3,2
Maribyrnong,9 Valnere St,1010000,3,2
Viewbank,2 Country La,1009000,3,2
Carnegie,78b Miller St,1008000,3,2
Moorabbin,51 Clay St,1008000,3,2
Kew,3/33 Parkhill Rd,1007000,3,2
Reservoir,31 Powell St,1005000,3,2
Armadale,4/10 St Georges Rd,1005000,3,2
Balwyn North,3/66 Sweyn St,1005000,3,2
Bentleigh,2/2 Gilmour Rd,1002500,3,2
Essendon,129 Deakin St,1002000,3,2
Abbotsford,1/29 Yarra Bank Ct,1001000,3,2
Airport West,34 Green St,1000001,3,2
Ascot Vale,1 East St,1000000,3,2
Moorabbin,19 Hamer St,1000000,3,2
Oakleigh South,8 Riley St,1000000,3,2
Preston,37 Scotia St,1000000,3,2
Watsonia,9 Grace St,1000000,3,2
Yarraville,13 Benbow St,1000000,3,2
Heidelberg,35 Beverley Rd,1000000,3,2
Parkdale,13B Elm Gr,1000000,3,2
Scoresby,17 Gilbert Ct,1000000,3,2
Sandringham,4/245 Bluff Rd,1000000,3,2
Ascot Vale,109 Union Rd,1000000,3,2
Bentleigh East,2 Warwick St,1000000,3,2
Oakleigh South,15 Barkers St,1000000,3,2
Nunawading,208 Central Rd,1000000,3,2
Edithvale,2 Mary Av,1000000,3,2
Frankston South,35 Harcourt Av,1000000,3,2
Reservoir,41 Cameron St,998000,3,2
Hughesdale,3/36 Darling St,998000,3,2
Armadale,14/71 Denbigh Rd,995000,3,2
Ascot Vale,7 Dalgety Dr,995000,3,2
Heidelberg Heights,2 Bonar St,994000,3,2
Essendon,20 Butler St,993000,3,2
Heathmont,21 Coven Av,991000,3,2
Brunswick,64 Henkel St,990000,3,2
Carnegie,33b Emily St,990000,3,2
Rosanna,3/165 Mountain View Pde,990000,3,2
Ivanhoe,4 Edwin St,990000,3,2
Newport,59 Ford St,990000,3,2
Cheltenham,32a Swinden Av,990000,3,2
Keilor East,12 Fawkner Cr,990000,3,2
Reservoir,29 Excelsior St,990000,3,2
Donvale,2/9 Standring Cl,988000,3,2
Parkdale,13 Ellen St,987000,3,2
Greensborough,26 Pamburra Ct,985000,3,2
Preston,43 Kathleen St,985000,3,2
Yallambie,7 Marigolds Rd,984000,3,2
Maribyrnong,6 Adori Pl,983000,3,2
Altona North,16 Angus Av,983000,3,2
Yarraville,17 Adeney St,982500,3,2
Oakleigh South,3 Paula Ct,980500,3,2
Footscray,62 Moore St,980000,3,2
Northcote,27 Zoe Cct,980000,3,2
Preston,3 Avondale Rd,980000,3,2
Mentone,50 Allandale Rd,980000,3,2
Highett,9a Edsall St,980000,3,2
Frankston South,4 Neil St,980000,3,2
Wantirna South,5 Hunt Ct,980000,3,2
Brunswick,14 Murdock St,976000,3,2
Murrumbeena,1d Bute St,975000,3,2
Newport,195 Blackshaws Rd,975000,3,2
Cheltenham,42 Snowdon Dr,975000,3,2
Cheltenham,5 Hannah St,975000,3,2
Airport West,8 McNamara Av,975000,3,2
Mitcham,9/21 Doncaster East Rd,973000,3,2
Kew,2/147 Willsmere Rd,972500,3,2
Brighton East,7/36 Union St,972000,3,2
Bentleigh East,2/40 Francesco St,970000,3,2
Niddrie,47 Carrington Rd,970000,3,2
Pascoe Vale,109 Derby St,970000,3,2
Yarraville,183 Stephen St,970000,3,2
Hawthorn,1g Robinson Rd,970000,3,2
Hampton,12/45 Grenville St,970000,3,2
Oak Park,21 Marie St,970000,3,2
Doncaster East,39A George St,970000,3,2
Montmorency,2/15 Wattle Av,970000,3,2
Wantirna South,34 Fewster Dr,970000,3,2
Croydon,40 Morgan Av,970000,3,2
Niddrie,47 Grandview Rd,970000,3,2
Altona,17 Bell Av,970000,3,2
Yarraville,1 Lormer St,970000,3,2
Glen Iris,1/9 Myrniong St,967500,3,2
Kensington,17/120 Newman St,967000,3,2
Yarraville,5 Highgate St,966000,3,2
Bentleigh East,5a Cavalier St,965000,3,2
Williamstown,5 Ellery La,965000,3,2
Croydon North,51 Power St,965000,3,2
Forest Hill,38A Morloc St,965000,3,2
Glenroy,73 Pecham St,963500,3,2
Bundoora,32 Timberglades Dr,962250,3,2
Ivanhoe,3/123 Waterdale Rd,962000,3,2
Newport,45 Milford St,962000,3,2
Bulleen,26 Vera St,962000,3,2
Mitcham,46 Churinga Av,961000,3,2
Mentone,9 Glengala Ct,960500,3,2
Ascot Vale,33 Dalgety Dr,960000,3,2
Malvern East,48 The Boulevard,960000,3,2
Pascoe Vale,130 Essex St,960000,3,2
Ormond,2/1 Lillimur Rd,960000,3,2
McKinnon,1/89 Wheatley Rd,960000,3,2
Montmorency,3/50 Airlie Rd,960000,3,2
Chadstone,1/3 Evans St,960000,3,2
Sunshine,10 Matthews St,960000,3,2
Ivanhoe,2/157 Maltravers Rd,960000,3,2
Eltham,8 Ibsley Sq,960000,3,2
Greensborough,514 Greensborough Rd,960000,3,2
Mulgrave,94 Lea Rd,960000,3,2
Seaford,15 East Rd,960000,3,2
Croydon Hills,12 Mari Tce,960000,3,2
Bentleigh East,978 North Rd,959000,3,2
Brunswick East,10B Albion St,959000,3,2
Doncaster,30 Winbrook Ct,958000,3,2
Hampton East,1/2 Flowerdale Rd,957000,3,2
Hawthorn,1/185 Auburn Rd,956000,3,2
Murrumbeena,9/14 Wahroongaa Cr,956000,3,2
Ashburton,1/17 Ashburn Gr,955000,3,2
Brunswick,87 Hope St,955000,3,2
Kew,2/78 Studley Park Rd,955000,3,2
Yarraville,9/11 Berry St,955000,3,2
Bentleigh East,2/10 Thana St,955000,3,2
Abbotsford,16 Federation La,955000,3,2
Seaford,25 Kananook Av,955000,3,2
Hampton East,17 Wishart St,952000,3,2
Croydon South,1A Faraday Rd,952000,3,2
Aspendale Gardens,1 Wildoer Dr,951000,3,2
Murrumbeena,319 Murrumbeena Rd,951000,3,2
Thornbury,352A Victoria Rd,950500,3,2
Collingwood,4/170 Oxford St,950000,3,2
Newport,3/71 Oxford St,950000,3,2
Reservoir,50 Gloucester St,950000,3,2
Yarraville,10 Salisbury St,950000,3,2
Wheelers Hill,3 Cotoneaster Ct,950000,3,2
Wheelers Hill,65 Cootamundra Dr,950000,3,2
Clayton South,26 Tarago Cr,950000,3,2
Highett,8A Stevens St,950000,3,2
Rosanna,41 Finlayson St,950000,3,2
Viewbank,7 Kuranga Rd,950000,3,2
Ascot Vale,43 Archer Av,950000,3,2
Richmond,301/633 Church St,945000,3,2
Black Rock,3/3 First St,945000,3,2
Heidelberg Heights,23 Swanston St,945000,3,2
Kingsbury,57 The Fairway,945000,3,2
Ringwood North,51 Tortice Dr,945000,3,2
Wantirna South,34 Sylphide Wy,945000,3,2
Vermont South,2 Barossa Av,942000,3,2
South Kingsville,40 Greene St,941000,3,2
Montmorency,20 Station Rd,941000,3,2
Ascot Vale,25 Dalgety Dr,940000,3,2
Brighton East,2/111 Thomas St,940000,3,2
Brunswick,16 Thistle St,940000,3,2
Yarraville,6/37 Stephen St,940000,3,2
Sunshine,54 Ardoyne St,940000,3,2
Parkdale,46 Davey St,940000,3,2
Maribyrnong,2/10 Pridham St,940000,3,2
South Yarra,44/100 Commercial Rd,940000,3,2
Mulgrave,2229 Dandenong Rd,940000,3,2
Wantirna South,13 Mockridge St,940000,3,2
Coburg North,15 Arthur St,940000,3,2
Mooroolbark,25 Neville St,940000,3,2
Moorabbin,15 Genoa St,937000,3,2
Yallambie,27 Ovata Cl,936000,3,2
Reservoir,11 Cool St,936000,3,2
Wheelers Hill,31 Earlwood Dr,935383,3,2
Bentleigh East,14 Charles St,935000,3,2
West Footscray,5 Gwelo St,935000,3,2
Bentleigh East,60A Kennedy St,935000,3,2
Brunswick East,4/22 French Av,935000,3,2
Flemington,22A Wisewould St,935000,3,2
Wantirna South,11 Reita Av,935000,3,2
Preston,31A Benambra St,933000,3,2
Ascot Vale,26 Milton St,932500,3,2
Ormond,3/16 Wheeler St,932000,3,2
Altona North,24 Hansen St,931000,3,2
Richmond,16/10 Elaine Ct,931000,3,2
Croydon Hills,5 Tavistock Ct,931000,3,2
Vermont South,308 Hawthorn Rd,931000,3,2
Bentleigh East,2/42 Gowrie St,930000,3,2
Camberwell,4/1 Through Rd,930000,3,2
Clifton Hill,3/68 Noone St,930000,3,2
Surrey Hills,2/247 Elgar Rd,930000,3,2
Essendon,116 Ogilvie St,930000,3,2
Chadstone,1/11 Hiscock St,930000,3,2
Keilor,15 Feathertop Dr,930000,3,2
Burwood East,2 Howitt Pl,930000,3,2
Keysborough,17 Kotiko Rd,930000,3,2
Gisborne South,31 Stanton Ct,930000,3,2
Springvale,59 Victoria Ct,930000,3,2
Canterbury,1b Daphne St,928000,3,2
Preston,283 Tyler St,928000,3,2
Scoresby,13 Avril St,927000,3,2
Essendon West,51 Clydebank Rd,925000,3,2
Doncaster East,1a Damala St,925000,3,2
Heathmont,40 Viviani Cr,925000,3,2
Coburg,11 Gilbert St,925000,3,2
Notting Hill,12B Samada St,925000,3,2
Eltham North,2 Murrindal Cl,925000,3,2
Malvern East,14/410 Waverley Rd,922000,3,2
Murrumbeena,337 Murrumbeena Rd,922000,3,2
Greensborough,34 Crana Gr,922000,3,2
Reservoir,10 Gilbank St,921500,3,2
Bentleigh East,5b MacKie Rd,921000,3,2
Bentleigh East,93 Tudor St,921000,3,2
Heidelberg Heights,7 Waiora Rd,921000,3,2
Reservoir,16 Jess St,921000,3,2
Bentleigh East,32a Argyle St,920000,3,2
Keilor East,45 Nyah St,920000,3,2
Reservoir,3 Xavier Gr,920000,3,2
Viewbank,19 Lena St,920000,3,2
Donvale,6/22 Powers St,920000,3,2
Moorabbin,3/13 Perry St,920000,3,2
Prahran,91/108 Greville St,920000,3,2
Heidelberg,3/152 Hawdon St,920000,3,2
Greensborough,9A Scotland Av,920000,3,2
Mentone,4A Delville Av,920000,3,2
Burwood,7 Carmody St,918000,3,2
Keilor East,3 Border Dr,918000,3,2
Preston,53 William St,917500,3,2
Moorabbin,6a Clay St,917000,3,2
Vermont,2/36 Halls Pde,917000,3,2
Strathmore,19 Wendora St,917000,3,2
Oak Park,17 Willett Av,916000,3,2
Viewbank,12 Rosemary Ct,915000,3,2
Kingsville,7 Albion St,915000,3,2
Eltham,119 Dalton St,915000,3,2
Heidelberg Heights,219 Waiora Rd,915000,3,2
Eltham North,91 Progress Rd,915000,3,2
Moorabbin,1020 Nepean Hwy,915000,3,2
Ringwood East,71A Dublin Rd,914888,3,2
Nunawading,11 Plymouth Ct,913000,3,2
Altona,86 Grieve Pde,913000,3,2
Heathmont,23 Viviani Cr,912000,3,2
Mulgrave,12 Orion Ct,912000,3,2
Essendon,2/96 Cooper St,911000,3,2
Richmond,2/310 Burnley St,911000,3,2
Chelsea,1 Collins Ct,911000,3,2
Doncaster,3/37 Highview Dr,910000,3,2
Moorabbin,2b Rice St,910000,3,2
Thornbury,4b Newcastle St,910000,3,2
Ivanhoe,6/40 Magnolia Rd,910000,3,2
Ringwood,3 Sang Ct,910000,3,2
Bundoora,29 Hutchins Cct,910000,3,2
Heidelberg Heights,5 Burns Ct,909000,3,2
Yarraville,46 Wilson St,908000,3,2
Mitcham,2/61 Orient Av,907800,3,2
Montmorency,84 Sackville St,907000,3,2
Coburg,191 Ohea St,905000,3,2
Strathmore,78 Hillsyde Pde,905000,3,2
Camberwell,5/1024 Toorak Rd,905000,3,2
Oakleigh East,1/28 Leumear St,905000,3,2
Blackburn South,117 Fulton Rd,905000,3,2
Pascoe Vale,298 Gaffney St,905000,3,2
Greensborough,3 Toombarra Pl,905000,3,2
Greensborough,2 Wyuna Cl,905000,3,2
Nunawading,4 Menck St,903000,3,2
Wantirna,18 Georgian Gdns,903000,3,2
Frankston South,53 Fleetwood Cr,902000,3,2
Ringwood East,5 Hunter Ct,902000,3,2
Heathmont,22 Orchard Gr,901000,3,2
Burwood,2/16 Worrall St,901000,3,2
Altona,4 Burt St,901000,3,2
Moorabbin,43 Hillston Rd,901000,3,2
Ashwood,1/16 Raymond St,900500,3,2
Abbotsford,13/11 Nicholson St,900000,3,2
Ashburton,2/17 Ashburn Gr,900000,3,2
Brighton East,4 Hansen St,900000,3,2
Hughesdale,1/3 Euston Rd,900000,3,2
Northcote,10 Campbell Gr,900000,3,2
Reservoir,69 Powell St,900000,3,2
West Footscray,9/24 Dongola Rd,900000,3,2
Newport,17 Gordon St,900000,3,2
Murrumbeena,3/30 Ardyne St,900000,3,2
Eltham North,4 Colric Pl,900000,3,2
Pascoe Vale,1/22 Archibald St,900000,3,2
Watsonia,1B High St,900000,3,2
Bentleigh East,2A Goodrich St,900000,3,2
Highett,7 Connors St,900000,3,2
Reservoir,9 Bourke St,900000,3,2
Keilor East,48A Roberts St,900000,3,2
Blackburn North,19 Kurrajong Wy,900000,3,2
Thornbury,10 Ethel St,898000,3,2
Collingwood,1/60 Budd St,897500,3,2
St Helena,16 Allumba Dr,897000,3,2
Greensborough,54 Warralong Av,896000,3,2
Ashwood,17 Woolert St,896000,3,2
Mulgrave,60 Bertrand Av,896000,3,2
Niddrie,45a Nolan St,895500,3,2
Melbourne,1101/265 Exhibition St,895000,3,2
Maidstone,3/83 Mitchell St,895000,3,2
Greensborough,15 Carnon St,895000,3,2
Greensborough,1/16 Willis St,895000,3,2
Edithvale,27 Elsie Gr,895000,3,2
Edithvale,39 Ivan Av,895000,3,2
Eltham,41 Meruka Dr,895000,3,2
Maidstone,43 Fisher St,895000,3,2
